id_fvg,type,top,bottom,created_at,filled
3m_65246,BULLISH,172.53,172.42,1745719920000.0,False
3m_65249,BULLISH,172.98,172.87,1745720460000.0,False
3m_65252,BEARISH,173.15,172.73,1745721000000.0,False
3m_65253,BEARISH,172.72,172.36,1745721180000.0,False
3m_65254,BEARISH,172.36,172.3,1745721360000.0,False
3m_65257,BEARISH,171.86,171.65,1745721900000.0,False
3m_65258,BEARISH,171.63,171.54,1745722080000.0,False
3m_65259,BEARISH,171.56,171.24,1745722260000.0,False
3m_65264,BULLISH,171.61,171.56,1745723160000.0,False
3m_65269,BEARISH,171.34,171.12,1745724060000.0,False
3m_65270,BEARISH,171.12,170.94,1745724240000.0,False
3m_65271,BEARISH,170.81,170.63,1745724420000.0,False
3m_65273,BULLISH,170.78,170.63,1745724780000.0,False
3m_65274,BULLISH,171.12,170.81,1745724960000.0,False
3m_65276,BEARISH,171.12,171.08,1745725320000.0,False
3m_65277,BEARISH,171.09,171.06,1745725500000.0,False
3m_65280,BEARISH,170.63,170.58,1745726040000.0,False
3m_65284,BEARISH,170.44,170.43,1745726760000.0,False
3m_65286,BULLISH,170.62,170.43,1745727120000.0,False
3m_65293,BEARISH,170.51,170.07,1745728380000.0,False
3m_65294,BEARISH,170.07,169.59,1745728560000.0,False
3m_65295,BEARISH,169.56,169.46,1745728740000.0,False
3m_65299,BEARISH,169.25,168.82,1745729460000.0,False
3m_65303,BULLISH,169.01,168.96,1745730180000.0,False
3m_65308,BEARISH,169.08,168.97,1745731080000.0,False
3m_65309,BEARISH,169.01,168.65,1745731260000.0,False
3m_65310,BEARISH,168.6,168.07,1745731440000.0,False
3m_65312,BULLISH,168.17,168.07,1745731800000.0,False
3m_65313,BULLISH,168.55,168.23,1745731980000.0,False
3m_65314,BULLISH,168.61,168.55,1745732160000.0,False
3m_65318,BULLISH,168.78,168.63,1745732880000.0,False
3m_65322,BULLISH,169.37,169.36,1745733600000.0,False
3m_65323,BULLISH,169.58,169.33,1745733780000.0,False
3m_65330,BULLISH,170.23,169.97,1745735040000.0,False
3m_65332,BEARISH,170.23,170.19,1745735400000.0,False
3m_65333,BEARISH,170.11,170.1,1745735580000.0,False
3m_65334,BEARISH,170.1,169.68,1745735760000.0,False
3m_65335,BEARISH,169.67,169.21,1745735940000.0,False
3m_65338,BEARISH,169.26,169.04,1745736480000.0,False
3m_65341,BULLISH,169.27,169.01,1745737020000.0,False
3m_65344,BEARISH,169.31,169.04,1745737560000.0,False
3m_65345,BEARISH,169.0,168.94,1745737740000.0,False
3m_65346,BEARISH,168.9,168.74,1745737920000.0,False
3m_65348,BULLISH,168.99,168.74,1745738280000.0,False
3m_65349,BULLISH,169.07,169.01,1745738460000.0,False
3m_65352,BULLISH,169.04,168.99,1745739000000.0,False
3m_65354,BEARISH,169.04,168.95,1745739360000.0,False
3m_65355,BEARISH,168.89,168.87,1745739540000.0,False
3m_65358,BULLISH,169.17,169.0,1745740080000.0,False
